python3 MicroGan.py 
Loading parameters MicroGanV2
WARNING:root:Setting up a new session...
Starting Training Loop...
Save model iters 0
[47/1000][2/5]	Loss_D: 0.0022	Loss_G: 8.9496	D(x): 0.9985	D(G(z)): 0.0007 / 0.0002
[47/1000][3/5]	Loss_D: 0.0016	Loss_G: 11.0140	D(x): 0.9997	D(G(z)): 0.0013 / 0.0000
[47/1000][4/5]	Loss_D: 0.0017	Loss_G: 10.1422	D(x): 0.9985	D(G(z)): 0.0002 / 0.0001
[48/1000][1/5]	Loss_D: 0.0011	Loss_G: 10.1239	D(x): 0.9997	D(G(z)): 0.0008 / 0.0001
[48/1000][2/5]	Loss_D: 0.0008	Loss_G: 10.4036	D(x): 0.9996	D(G(z)): 0.0005 / 0.0001
[48/1000][3/5]	Loss_D: 0.0008	Loss_G: 10.1907	D(x): 0.9995	D(G(z)): 0.0004 / 0.0001
[48/1000][4/5]	Loss_D: 0.0013	Loss_G: 9.6456	D(x): 0.9992	D(G(z)): 0.0005 / 0.0001
[49/1000][1/5]	Loss_D: 0.0012	Loss_G: 10.9803	D(x): 0.9997	D(G(z)): 0.0008 / 0.0000
[49/1000][2/5]	Loss_D: 0.0013	Loss_G: 10.1988	D(x): 0.9990	D(G(z)): 0.0003 / 0.0001
[49/1000][3/5]	Loss_D: 0.0016	Loss_G: 9.3934	D(x): 0.9989	D(G(z)): 0.0005 / 0.0002
[49/1000][4/5]	Loss_D: 0.0014	Loss_G: 10.6179	D(x): 0.9996	D(G(z)): 0.0011 / 0.0000
[50/1000][1/5]	Loss_D: 0.0009	Loss_G: 9.8132	D(x): 0.9994	D(G(z)): 0.0004 / 0.0001
[50/1000][2/5]	Loss_D: 0.0012	Loss_G: 9.8526	D(x): 0.9995	D(G(z)): 0.0007 / 0.0001
[50/1000][3/5]	Loss_D: 0.0016	Loss_G: 9.9743	D(x): 0.9991	D(G(z)): 0.0007 / 0.0001
[50/1000][4/5]	Loss_D: 0.0012	Loss_G: 10.1528	D(x): 0.9994	D(G(z)): 0.0006 / 0.0001
[51/1000][1/5]	Loss_D: 0.0014	Loss_G: 9.7424	D(x): 0.9991	D(G(z)): 0.0005 / 0.0001
[51/1000][2/5]	Loss_D: 0.0014	Loss_G: 10.6829	D(x): 0.9994	D(G(z)): 0.0009 / 0.0000
[51/1000][3/5]	Loss_D: 0.0012	Loss_G: 10.0566	D(x): 0.9991	D(G(z)): 0.0003 / 0.0001
[51/1000][4/5]	Loss_D: 0.0010	Loss_G: 9.5326	D(x): 0.9994	D(G(z)): 0.0005 / 0.0001
[52/1000][1/5]	Loss_D: 0.0009	Loss_G: 10.0165	D(x): 0.9994	D(G(z)): 0.0003 / 0.0001
[52/1000][2/5]	Loss_D: 0.0009	Loss_G: 9.7075	D(x): 0.9995	D(G(z)): 0.0004 / 0.0001
